nom_prov;nom_loca;cp;cpa
tucumán;casa de zinc;4137;T4137XCR
tucumán;casas viejas;4137;T4124XDY
tucumán;cienaguita;4137;T4137XCJ
tucumán;corral blanco;4137;T4137XCK
tucumán;corral grande;4137;T4137XCL
tucumán;el antigal;4137;T4137XCM
tucumán;el arqueal;4137;T4137XCN
tucumán;el carmen;4137;T4137XCO
tucumán;el casial;4137;T4137XCX
tucumán;el casialito;4137;T4137XCY
tucumán;el espinal;4137;T4137XAB
tucumán;el infiernillo;4137;T4137XCZ
tucumán;el lamedero;4137;T4137XDA
tucumán;el lamparazo;4137;T4137XDB
tucumán;el molle;4137;T4137XDC
tucumán;el molle viejo;4137;T4137XDD
tucumán;el pabellon;4137;T4137XEK
tucumán;el payanal;4137;T4137XDQ
tucumán;el potrerillo;4137;T4137XDR
tucumán;el pozo;4137;T4124XAG
tucumán;el remate;4137;T4195XAH
tucumán;el toro;4137;T4137XDG
tucumán;escuela 213;4137;T4137XDH
tucumán;escuela 217;4137;T4137XDI
tucumán;escuela 22;4137;T4137XDJ
tucumán;escuela 23;4137;T4137XDK
tucumán;escuela 28;4137;T4137XDL
tucumán;escuela 325;4137;T4137XDM
tucumán;abra del tafi;4105;T4105XBK
tucumán;anca juli;4105;T4105XAB
tucumán;anfana;4105;T4105XAD
tucumán;calimayo;4105;T4105XBL
tucumán;camino del peru;4105;T4105XBD
tucumán;campo herrera;4105;Buscar CPA
tucumán;campo redondo;4105;T4124XDL
tucumán;cevil redondo;4105;Buscar CPA
tucumán;chasquivil;4105;T4105XAE
tucumán;colonia felipe;4105;T4105XBN
tucumán;colonia los chasales;4105;T4105XBO
tucumán;colonia tacapunco;4105;T4105XBP
tucumán;cuatro sauces;4105;T4105XBJ
tucumán;curva de los vegas;4105;T4105XAK
tucumán;el catorce;4105;T4105XCM
tucumán;el ceibal;4105;T4128XAJ
tucumán;el duraznillo;4105;T4105XBX
tucumán;el manantial;4105;Buscar CPA
tucumán;el nogalito;4105;T4105XBQ
tucumán;el siambon;4105;T4105XAF
tucumán;escuela;4105;T4105XAS
tucumán;escuela 113;4105;T4105XAT
tucumán;escuela 311;4105;T4105XAU
tucumán;escuela antonio medina;4105;T4105XAV
tucumán;escuela granaderos de san mart;4105;T4105XAW
tucumán;escuela otilde de toro;4105;T4105XAX
tucumán;fagsa;4105;T4105XCD
tucumán;finca tina;4105;T4105XCE
tucumán;hitachi;4105;T4105XCF
tucumán;horco molle;4105;T4105XAY
tucumán;hoyada;4105;T4105XCO
tucumán;kilometro 792;4105;T4105XBE
tucumán;kilometro 808;4105;T4105XAL
tucumán;la banda;4105;T4105XAR
tucumán;la bomba;4105;T4105XCA
tucumán;la cavera;4105;T4105XAM
tucumán;la hoyada;4105;T4105XAA
tucumán;la sala;4105;T4105XAZ
tucumán;las juntas;4105;T4122XAD
tucumán;las talas;4105;T4105XAN
tucumán;las tipas;4105;T4105XAC
tucumán;lomas de imbaud;4105;T4105XBA
tucumán;los aguirre;4105;T4105XBS
tucumán;los alamos;4105;T4105XCC
tucumán;los alcaraces;4105;T4105XBT
tucumán;los bulacio;4105;T4105XAO
tucumán;los chamicos;4105;T4105XBY
tucumán;los planchones;4105;T4105XAJ
tucumán;los vazquez;4105;T4105XBI
tucumán;manantial de ovanta;4105;T4105XBG
tucumán;abra el candado;4124;T4124XDC
tucumán;acequiones;4124;T4124XDB
tucumán;agua el simbo;4124;T4124XDD
tucumán;agua rosada;4124;T4124XCH
tucumán;agua salada;4124;T4124XCI
tucumán;aguada de jorge;4124;T4124XDE
tucumán;alto de la angostura;4124;T4124XDF
tucumán;alto de los gimenez;4124;T4124XDG
tucumán;alto la totora;4124;T4124XDH
tucumán;angostura;4124;T4124XAB
tucumán;barborin;4124;T4124XCJ
tucumán;boba yacu;4124;T4124XDJ
tucumán;cachi yaco;4124;T4124XDK
tucumán;campo redondo;4124;T4124XDL
tucumán;cañada del arenal;4124;T4124XEW
tucumán;capilla;4124;T4124XDM
tucumán;casas viejas;4124;T4124XDY
tucumán;cervalito;4124;T4124XDZ
tucumán;chulca;4124;T4124XCK
tucumán;corral viejo;4124;T4124XCL
tucumán;el alpizar;4124;T4124XEA
tucumán;el arenal;4124;T4124XEB
tucumán;el boyero;4124;T4124XEC
tucumán;el cadillal;4124;T4124XDO
tucumán;el chorro;4124;T4124XFA
tucumán;el junquillar;4124;T4124XDP
tucumán;el milagro;4124;T4124XDQ
tucumán;el mistol;4124;T4124XCX
tucumán;el molino;4124;T4124XDR
tucumán;el mollar;4124;T4124XDS
tucumán;el pelado;4124;T4124XDT
tucumán;el pelado de paranillo;4124;T4124XED
tucumán;el porvenir;4124;T4124XEE
tucumán;el potrero;4124;T4124XAF
tucumán;el pozo;4124;T4124XAG
tucumán;el puestito;4124;T4124XAH
tucumán;el quebrachal;4124;T4124XCY
tucumán;el suncal;4124;T4124XAC
tucumán;el talar;4124;T4124XAD
tucumán;el zauzal;4124;T4124XAE
tucumán;escuela 128;4124;T4124XAL
tucumán;escuela 170;4124;T4124XAM
tucumán;escuela 171;4124;T4124XAN
tucumán;escuela 204;4124;T4124XAO
tucumán;escuela 214;4124;T4124XAP
tucumán;escuela 216;4124;T4124XBA
tucumán;escuela 221;4124;T4124XAQ
tucumán;escuela 233;4124;T4124XDU
tucumán;escuela 265;4124;T4124XDV
tucumán;escuela 309;4124;T4124XDW
tucumán;acheral;4134;Buscar CPA
tucumán;aranilla;4134;T4134XAB
tucumán;arenilla;4134;T4134XAC
tucumán;kilometro 99;4134;T4134XAA
tucumán;san gabriel;4134;T4134XAE
tucumán;san jose de flores;4134;T4134XAD
tucumán;aconquija;4107;T4107XAE
tucumán;alto de anfama;4107;T4137XAA
tucumán;antama;4107;T4137XBB
tucumán;barrio casino;4107;T4107XAF
tucumán;cuatro gatos;4107;T4107XAG
tucumán;higueritas;4107;T4107XAH
tucumán;iglesias;4107;T4107XAK
tucumán;la cañada parada;4107;T4107XAI
tucumán;la rinconada parada;4107;T4107XAC
tucumán;las mellizas;4107;T4107XAD
tucumán;ojo de agua;4107;T4107XAJ
tucumán;pie del aconquija;4107;T4107XAL
tucumán;puerta san javier;4107;T4107XAM
tucumán;villa marcos paz;4107;T4107XAB
tucumán;yerba buena;4107;T4172XAS
tucumán;acostilla;4113;T4113XAR
tucumán;avestilla;4113;T4113XAB
tucumán;cachi huasi;4113;T4113XBD
tucumán;cachi yaco;4113;T4124XDK
tucumán;cachi yaco apeadero fcgb;4113;T4113XBE
tucumán;el carmen;4113;T4137XCO
tucumán;el durazno;4113;T4174XBN
tucumán;el guardamonte;4113;T4113XAF
tucumán;el naranjo;4113;T4113XAY
tucumán;el rosario;4113;T4113XAZ
entre rios;tucumán;4113;T4174XBQ
tucumán;gomez chico;4113;T4113XAG
tucumán;las acostillas;4113;T4113XAW
tucumán;las cañadas;4113;T4113XAX
tucumán;leales;4113;T4113XAV
tucumán;los britos;4113;T4113XAH
tucumán;los crespo;4113;T4113XAI
tucumán;los gomez;4113;T4113XAJ
tucumán;los herreras;4113;T4113XAK
tucumán;los juarez;4113;T4113XAL
tucumán;los quemados;4113;T4113XAS
tucumán;los romanos;4113;T4113XAT
tucumán;lunarejos;4113;T4113XAU
tucumán;miguel lillo;4113;T4113XAM
tucumán;noario;4113;T4113XAN
tucumán;nueva españa;4113;T4113XAO
tucumán;san jose de leales;4113;T4113XAP
tucumán;tusca pozo;4113;T4113XBB
tucumán;tusquitas;4113;T4113XBC
tucumán;uturungu;4113;T4113XAA
tucumán;villa de leales;4113;Buscar CPA
tucumán;yatapayana;4113;T4113XAQ
tucumán;tucumán;4115;T4115XBH
tucumán;tucumán;4132;T4115XBH
tucumán;tucumán;4132;T4168XCM
tucumán;tucumán;4168;T4168XCM
tucumán;agua colorada;4119;T4119XBM
tucumán;aguas blancas;4119;T4119XBN
tucumán;alto verde;4119;T4142XAE
tucumán;antillas;4119;T4119XBO
tucumán;antu mapu;4119;T4119XER
tucumán;asna yaco;4119;T4119XES
tucumán;benjamin araoz;4119;T4119XET
tucumán;benjamin paz;4119;T4122XAJ
tucumán;burruyacu;4119;T4119XBQ
tucumán;calera aconquija;4119;T4119XBR
tucumán;california;4119;T4119XBS
tucumán;cañada alegre;4119;T4119XBP
tucumán;cañada angosta;4119;T4119XBT
tucumán;cañada de la cruz;4119;T4119XBU
tucumán;cañada de los negros;4119;T4119XAE
tucumán;casa del alto;4119;T4122XAK
tucumán;casales;4119;T4119XBW
tucumán;chamico;4119;T4119XBX
tucumán;chilca;4119;T4242XAP
tucumán;chilcas;4119;T4119XFM
tucumán;chorrillos;4119;T4101XCV
tucumán;churqui;4119;T4119XFJ
tucumán;colonia nro 2;4119;T4187XAB
tucumán;concepcion;4119;T4119XCD
tucumán;cooperativa agronomica;4119;T4119XCE
tucumán;coromama;4119;T4119XCF
tucumán;cossio;4119;T4119XCC
tucumán;cruz de abajo;4119;T4119XCG
tucumán;descanso;4119;T4119XCH
tucumán;desmonte;4119;T4122XAN
tucumán;el aserradero;4119;T4117XAB
tucumán;el atacal;4119;T4119XCK
tucumán;el azul;4119;T4119XCL
tucumán;el barco;4119;T4119XBZ
tucumán;el barrialito;4119;T4119XFI
tucumán;el cajon;4119;T4119XCA
tucumán;el castoral;4119;T4168XDV
tucumán;el chorro;4119;T4124XFA
tucumán;el churqui;4119;T4158XAV
tucumán;el cruce;4119;T4178XCE
tucumán;el establo;4119;T4119XCQ
tucumán;el frasquillo;4119;T4119XCR
tucumán;el interes;4119;T4119XCS
tucumán;el jardin;4119;T4172XCO
tucumán;el matal;4119;T4119XCU
tucumán;el morado;4119;T4119XCV
tucumán;el naranjito;4119;T4115XAF
tucumán;el obraje;4119;T4129XAJ
tucumán;el once;4119;T4119XDB
tucumán;el porvenir;4119;T4124XEE
tucumán;tucumán;4115;T4168XDG
tucumán;tucumán;4168;T4168XDG
tucumán;agua negra;4101;T4101XBW
tucumán;aguadita;4101;T4101XAA
tucumán;alta gracia de villa burruyacu;4101;T4101XBX
tucumán;aserradero;4101;T4101XBV
tucumán;barrio diagonal;4101;T4101XAE
tucumán;barrio rivadavia;4101;T4101XAG
tucumán;cañada honda;4101;T4101XBH
tucumán;cañada larga;4101;T4101XBI
tucumán;chorrillos;4101;T4101XCV
tucumán;colonia los hills;4101;T4101XBJ
tucumán;colonia san ramon;4101;T4101XBZ
tucumán;colonia sarmiento;4101;T4101XCA
tucumán;cuchillas;4101;T4101XBY
tucumán;el mutul;4101;T4101XBK
tucumán;el timbo;4101;Buscar CPA
tucumán;embalse el cadillal;4101;T4122XAA
tucumán;escuela 107;4101;T4101XAI
tucumán;escuela 163;4101;T4101XAJ
tucumán;escuela 164;4101;T4101XAK
tucumán;escuela 210;4101;T4101XAL
tucumán;escuela 215;4101;T4101XAM
tucumán;escuela 218;4101;T4101XAN
tucumán;escuela 219;4101;T4101XAO
tucumán;escuela 255;4101;T4101XBD
tucumán;escuela 256;4101;T4101XAP
tucumán;escuela 299;4101;T4101XAQ
tucumán;escuela 300 la picada;4101;T4101XAR
tucumán;escuela 350;4101;T4101XAS
tucumán;escuela 393;4101;T4101XAT
tucumán;escuela 48;4101;T4101XAU
tucumán;escuela 59;4101;T4101XAV
tucumán;escuela 70;4101;T4101XAW
tucumán;escuela capitan gaspar de medi;4101;T4101XAX
tucumán;escuela ee uu;4101;T4101XAY
tucumán;escuela fortunata garcia;4101;T4101XAZ
tucumán;escuela miguel azcuenaga;4101;T4101XBA
tucumán;escuela miguel cervantes;4101;T4101XBB
tucumán;escuela ramon carrillo;4101;T4101XBC
tucumán;estacion experimental agricola;4101;T4101XCQ
tucumán;estacion superior agricola;4101;T4101XCR
tucumán;granja modelo;4101;T4101XAB
tucumán;la aguadita;4101;T4101XBF
tucumán;la cienaga;4101;T4101XBE
tucumán;la puerta;4101;T4101XCC
tucumán;las salinas;4101;T4101XCZ
tucumán;las talitas;4101;T4101XAC
tucumán;las trancas tranquitas;4101;T4101XCP
tucumán;leo huasi;4101;T4101XBM
tucumán;los hilos;4101;T4101XBN
tucumán;tucumán;4124;T4124XCI
tucumán;tucumán;4141;T4124XCI
tucumán;tucumán;4168;T4124XCI
tucumán;tucumán;4111;T4137XBP
tucumán;tucumán;4137;T4137XBP
tucumán;tucumán;4101;T4101XAA
tucumán;tucumán;4178;T4101XAA
tucumán;aguilares;4152;Buscar CPA
tucumán;alto las flores;4152;T4152XBN
tucumán;arroyo barriento;4152;T4152XAT
tucumán;colonia marull;4152;T4152XAU
tucumán;colonia naschi;4152;T4152XAV
tucumán;colonia nueva trinidad;4152;T4152XAX
tucumán;el cebil;4152;T4152XAY
tucumán;escuela 137;4152;T4152XAZ
tucumán;escuela 140;4152;T4152XBA
tucumán;escuela 176;4152;T4152XBB
tucumán;escuela 21;4152;T4152XBC
tucumán;escuela 264;4152;T4152XBD
tucumán;escuela 274;4152;T4152XBE
tucumán;escuela 279;4152;T4152XBF
tucumán;escuela 280;4152;T4152XBG
tucumán;escuela 287;4152;T4152XBH
tucumán;escuela 288;4152;T4152XBI
tucumán;escuela 289;4152;T4152XBJ
tucumán;escuela 320;4152;T4152XAO
tucumán;escuela 64;4152;T4152XAP
tucumán;escuela 66;4152;T4152XAQ
tucumán;escuela 67;4152;T4152XAR
tucumán;escuela alfonsina storni;4152;T4152XAS
tucumán;escuela carlos pellegrini;4152;T4152XBK
tucumán;escuela domingo garcia;4152;T4152XBL
tucumán;escuela luis gianneo;4152;T4152XBM
tucumán;huasa rincon;4152;T4152XAI
tucumán;ing mercedes;4152;T4152XAB
tucumán;kilometro 1455;4152;T4152XAF
tucumán;los agudos;4152;T4152XBP
tucumán;los callejones;4152;T4152XAW
tucumán;los ocho cuartos;4152;T4152XAE
tucumán;mercedes;4152;T4152XAJ
tucumán;monte redondo;4152;T4152XAK
tucumán;monte rico;4152;T4152XAA
tucumán;moras minucas;4152;T4152XAG
tucumán;multiflores;4152;T4152XAL
tucumán;nasche;4152;T4152XAM
tucumán;potrero de las cabras;4152;T4152XAH
tucumán;rincon huasa;4152;T4152XAN
tucumán;san miguel;4152;T4122XBI
tucumán;santa isabel;4152;T4152XBO
tucumán;santa rosa;4152;T4152XAD
tucumán;agua azul;4115;T4115XBH
tucumán;agua dulce;4115;T4168XDG
tucumán;ahi veremos;4115;T4115XAJ
tucumán;barrealito;4115;T4115XAK
tucumán;buena vista;4115;T4172XCI
tucumán;camas amontonadas;4115;T4115XBT
tucumán;campo azul;4115;T4115XBU
tucumán;condor huasi;4115;T4115XAM
tucumán;el mollar;4115;T4124XDS
tucumán;el naranjito;4115;T4115XAF
tucumán;el pavon;4115;T4115XBP
tucumán;el suncho;4115;T4115XBQ
tucumán;establecimiento las colonias;4115;T4115XBJ
tucumán;favorina;4115;T4115XAD
tucumán;jusco pozo;4115;T4115XAN
tucumán;la colonia;4115;T4115XAA
tucumán;la florida;4115;T4174XBV
tucumán;laguna blanca;4115;T4111XBU
tucumán;las celayas;4115;T4115XBL
tucumán;las colonias;4115;T4115XBM
tucumán;las encrucijadas;4115;T4115XBN
tucumán;las palmitas;4115;T4115XAO
tucumán;las zorras;4115;T4115XAP
tucumán;los chañaritos;4115;T4111XCA
tucumán;los puestos;4115;T4124XBL
tucumán;los villegas;4115;T4115XBB
tucumán;los zelayas;4115;T4115XBC
tucumán;mancopa;4115;T4115XBD
tucumán;mancopa chico;4115;T4115XBI
tucumán;mixta;4115;T4115XAR
tucumán;mojon;4115;T4115XAB
tucumán;monte bello;4115;T4124XES
tucumán;moyar;4115;T4115XAT
tucumán;naranjito;4115;T4115XAH
tucumán;oran;4115;T4142XCD
tucumán;palmitas;4115;T4115XAV
tucumán;pirhuas;4115;T4115XBE
tucumán;posse desvio particular fcgm;4115;T4115XBF
tucumán;puma pozo;4115;T4111XBM
tucumán;punta de rieles;4115;T4115XBS
tucumán;punta rieles;4115;T4115XBG
tucumán;rafaela pozo;4115;T4115XAI
tucumán;romera pozo;4115;T4115XAW
tucumán;san antonio;4115;T4115XAX
tucumán;sandis;4115;T4115XAY
tucumán;soledad;4115;T4115XAZ
tucumán;vielos;4115;T4115XBR
tucumán;vilca pozo;4115;T4111XBZ
tucumán;alabama;4117;T4117XAT
tucumán;alto de medina;4117;T4117XAS
tucumán;angostura;4117;T4124XAB
tucumán;cañada de alzogaray;4117;T4117XAI
tucumán;carolinas bajas;4117;T4117XAU
tucumán;chabela;4117;T4117XAC
tucumán;chañar taqueño;4117;T4117XAV
tucumán;chañar via;4117;T4117XAD
tucumán;chañar viejo;4117;T4117XAE
tucumán;delfin gallo;4117;T4117XBA
tucumán;el aserradero;4117;T4117XAB
tucumán;el chañar;4117;Buscar CPA
tucumán;el cochuchal;4117;T4117XBB
tucumán;el espinillo;4117;T4117XAK
tucumán;el mojon;4117;T4178XFE
tucumán;el naranjo;4117;T4113XAY
tucumán;el paraiso;4117;T4242XAS
tucumán;el portezuelo;4117;T4117XBO
tucumán;finca lopez;4117;T4117XBG
tucumán;guzman estacion fcgb;4117;T4117XBF
tucumán;ingenio la florida;4117;T4117XBE
tucumán;la florida;4117;T4174XBV
tucumán;los godos;4117;T4117XBD
tucumán;los perez;4117;T4174XBZ
tucumán;luisiana estacion fcgm;4117;T4117XAX
tucumán;lujan;4117;T4117XAY
tucumán;macomita;4117;T4117XAQ
tucumán;mariño;4117;T4117XAR
tucumán;monte largo;4117;T4117XBH
tucumán;moya;4117;T4117XBI
tucumán;nuevo pueblo la florida;4117;T4117XBJ
tucumán;p g mendez;4117;T4117XBK
tucumán;paraiso;4117;T4117XBN
tucumán;portezuelo;4117;T4124XBP
tucumán;pozo hondo;4117;T4242XBN
tucumán;puesto de avila;4117;T4117XAL
tucumán;san jose de macomita;4117;T4117XAH
tucumán;san pedro;4117;T4117XAZ
tucumán;santa teresa;4117;T4117XAM
tucumán;taco;4117;T4117XAN
tucumán;taco palta;4117;T4117XAO
tucumán;tambor de tacuari;4117;T4117XBL
tucumán;taquello;4117;T4117XAP
tucumán;alizal;4122;T4122XBE
tucumán;alurralde;4122;T4122XBF
tucumán;aragon;4122;T4122XBG
tucumán;benjamin paz;4122;T4122XAJ
tucumán;casa del alto;4122;T4122XAK
tucumán;choromoro;4122;T4122XAL
tucumán;chuscha;4122;T4122XAM
tucumán;criollas;4122;T4122XBH
tucumán;desmonte;4122;T4122XAN
tucumán;el cedro;4122;T4122XAO
tucumán;el ojo;4122;T4122XBC
tucumán;gonzalo;4122;T4122XBD
tucumán;huasamayo;4122;T4122XAB
tucumán;huasamayo sud;4122;T4122XAC
tucumán;junta;4122;T4122XBU
tucumán;la higuera;4122;T4122XAP
tucumán;las criollas;4122;T4124XCN
tucumán;las juntas;4122;T4122XAD
tucumán;loma del medio;4122;T4122XAQ
tucumán;mato yaco;4122;T4122XBP
tucumán;ñorco;4122;T4122XAE
tucumán;ñoreo;4122;T4122XBQ
tucumán;posta vieja;4122;T4122XAF
tucumán;potro yaco;4122;T4122XAG
tucumán;puertas;4122;T4122XBR
tucumán;puesto grande;4122;T4122XAR
tucumán;rio vipos;4122;T4122XAS
tucumán;rodeo;4122;T4122XAH
tucumán;rodeo del algarrobo;4122;T4122XAT
tucumán;rodeo grande;4122;T4122XAU
tucumán;salamanca;4122;T4122XAV
tucumán;salinas;4122;T4122XAW
tucumán;san julian yaco;4122;T4122XAX
tucumán;san miguel;4122;T4122XBI
tucumán;san vicente;4122;T4122XBJ
tucumán;sauce yacu;4122;T4122XBK
tucumán;sepultura;4122;T4122XBL
tucumán;simbolar;4122;T4122XBM
tucumán;tala yaco;4122;T4122XBN
tucumán;tapia;4122;T4122XBO
tucumán;ticucho;4122;T4122XAY
tucumán;tuna sola;4122;T4122XAZ
tucumán;vesubio;4122;T4122XAI
tucumán;viaducto del toro;4122;T4122XBA
tucumán;vipos;4122;T4122XBB
tucumán;yaco;4122;T4122XBV
tucumán;alongo;4161;T4161XAA
tucumán;campo la cruz;4161;T4161XAB
tucumán;dolavon;4161;T4161XAL
tucumán;domingo millan;4161;T4161XAF
tucumán;donato alvarez;4161;T4161XAE
tucumán;el nogal;4161;T4161XAG
tucumán;el polear;4161;T4172XCP
tucumán;kilometro 10 fcgb;4161;T4161XAK
tucumán;los bajos;4161;T4161XAH
tucumán;los tres bajos;4161;T4161XAO
tucumán;nueva esquina;4161;T4161XAN
tucumán;palo blanco;4161;T4161XAD
tucumán;sacrificio;4161;T4161XAI
tucumán;san francisco;4161;T4137XCW
tucumán;alpachiri;4149;T4149XAI
tucumán;belicha huaico;4149;T4149XAJ
tucumán;cochuna;4149;T4149XAE
tucumán;costa del rio seco;4149;T4149XAP
tucumán;el molino;4149;T4124XDR
tucumán;el potrerillo;4149;T4137XDR
tucumán;el puesto;4149;T4178XBA
tucumán;gastona;4149;T4149XAM
tucumán;java;4149;T4149XAT
tucumán;jaya;4149;T4149XAF
tucumán;la tuna;4149;T4174XAX
tucumán;las animas;4149;T4176XDV
tucumán;las leguas;4149;T4149XAN
tucumán;las lenguas las leguas;4149;T4149XAD
tucumán;puesto de los valdes;4149;T4149XAC
tucumán;san ramon;4149;T4166XAI
tucumán;san ramon chicligasta;4149;T4149XAH
santa cruz;tucumán;4149;T4149XAU
tucumán;valenzuela;4149;T4149XAV
tucumán;alto de leiva;4142;T4142XAD
tucumán;alto verde;4142;T4142XAE
tucumán;aparadero militar gral muñoz;4142;T4142XAF
tucumán;aragones;4142;T4142XAK
tucumán;aran;4142;T4142XAL
tucumán;b zorrilla;4142;T4142XAG
tucumán;capitan caceres;4142;T4142XAH
tucumán;casa de piedra;4142;T4142XAM
tucumán;caspichango viejo;4142;T4142XAI
tucumán;chilcar;4142;T4142XAN
tucumán;colonia 6;4142;T4142XAC
tucumán;colonia santa catalina;4142;T4142XAO
tucumán;colonia santa marina;4142;T4142XAJ
tucumán;costilla;4142;T4142XAP
tucumán;el cercado;4142;T4142XAW
tucumán;el churquis;4142;T4142XAX
tucumán;el huaico;4142;T4142XAB
tucumán;el indio;4142;T4142XAY
tucumán;el naranjal;4142;T4142XAZ
tucumán;escuela;4142;T4105XAS
tucumán;escuela 101;4142;T4142XBB
tucumán;escuela 121;4142;T4142XBC
tucumán;escuela 13;4142;T4142XBD
tucumán;escuela 135;4142;T4142XBE
tucumán;escuela 139;4142;T4142XBF
tucumán;escuela 14;4142;T4142XBG
tucumán;escuela 143;4142;T4142XBH
tucumán;escuela 144;4142;T4142XCN
tucumán;escuela 148;4142;T4142XCO
tucumán;escuela 165;4142;T4142XCP
tucumán;escuela 202;4142;T4142XCQ
tucumán;escuela 236;4142;T4142XCR
tucumán;escuela 258;4142;T4142XCS
tucumán;escuela 281;4142;T4142XCT
tucumán;escuela 285;4142;T4142XBI
tucumán;escuela 29;4142;T4142XBJ
tucumán;escuela 290;4142;T4142XBK
tucumán;escuela 297;4142;T4172XCW
tucumán;escuela 315;4142;T4142XBM
tucumán;escuela 319;4142;T4142XBN
tucumán;escuela 35;4142;T4142XBO
tucumán;escuela 361;4142;T4142XBP
tucumán;escuela 380;4142;T4142XBT
tucumán;escuela 53;4142;T4142XBQ
tucumán;escuela fray m esquiu;4142;T4142XCU
tucumán;escuela ibatin;4142;T4142XCV
tucumán;escuela j castellano;4142;T4142XCW
tucumán;escuela m ariza;4142;T4142XCX
tucumán;escuela manuel borda;4142;T4142XBR
tucumán;escuela tambor de tacuari;4142;T4142XBS
tucumán;alto el puesto;4159;T4159XAK
tucumán;campo bello;4159;T4159XAJ
tucumán;campo grande;4159;T4159XAB
tucumán;escobas;4159;T4159XAC
tucumán;gramajos;4159;T4159XAR
tucumán;graneros;4159;Buscar CPA
tucumán;kilometro 29;4159;T4159XAN
tucumán;km 12;4159;T4159XAA
tucumán;la cañada;4159;T4124XCZ
tucumán;los diaz;4159;T4159XAP
tucumán;los gramajo;4159;T4159XAQ
tucumán;los gramajos;4159;T4159XAE
tucumán;pampa larga;4159;T4159XAI
tucumán;san luis de las casas viejas;4159;T4159XAL
tucumán;taco rodeo;4159;T4159XAM
tucumán;ympas;4159;T4159XAG
tucumán;zapallar;4159;T4159XAH
tucumán;tucumán;4147;T4178XEN
tucumán;tucumán;4178;T4178XEN
tucumán;alto nuestra señora del valle;4109;T4109XAB
tucumán;banda del rio sali;4109;Buscar CPA
tucumán;barrio belgrano;4109;T4109XAC
tucumán;ingenio concepcion;4109;T4109XAF
tucumán;ingenio san juan;4109;T4109XAE
tucumán;los vallistos;4109;T4109XAD
tucumán;nuevos mataderos;4109;T4109XAA
tucumán;puente rio sali;4109;T4109XAG
tucumán;tucumán;4119;T4142XAE
tucumán;tucumán;4142;T4142XAE
tucumán;tucumán;4153;T4142XAE
tucumán;tucumán;4176;T4142XAE
tucumán;agua blanca;4168;T4168XCM
tucumán;agua dulce;4168;T4168XDG
tucumán;agua salada;4168;T4124XCI
tucumán;amaicha del llano;4168;T4168XCB
tucumán;anegados;4168;T4168XDH
tucumán;bella vista;4168;Buscar CPA
tucumán;buena vista oeste;4168;T4168XEU
tucumán;cachi huasi;4168;T4113XBD
tucumán;cachiyaco;4168;T4168XEV
tucumán;camas amontonadas;4168;T4115XBT
tucumán;campana;4168;T4111XCD
tucumán;campo azul;4168;T4115XBU
tucumán;campo redondo;4168;T4124XDL
tucumán;cañada el arenal;4168;T4168XCX
tucumán;candelillal;4168;T4111XCB
tucumán;carancho pozo;4168;T4168XEW
tucumán;cevilarcito;4168;T4111XCC
tucumán;chañar muya;4168;T4168XEX
tucumán;chañar pozo;4168;T4168XEY
tucumán;chañarito;4168;T4168XEZ
tucumán;colonia el sunchal;4168;T4168XAC
tucumán;colonia sobrecasa;4168;T4168XDS
tucumán;el aguilar;4168;T4168XDT
tucumán;el atacat;4168;T4168XDU
tucumán;el castoral;4168;T4168XDV
tucumán;el ceibal;4168;T4128XAJ
tucumán;el moyar;4168;T4168XAE
tucumán;escuela 1;4168;T4168XDX
tucumán;escuela 1 junta;4168;T4168XAM
tucumán;escuela 102;4168;T4168XDY
tucumán;escuela 103;4168;T4168XDZ
tucumán;escuela 104;4168;T4168XEA
tucumán;escuela 105;4168;T4168XEB
tucumán;escuela 11;4168;T4168XEC
tucumán;escuela 114;4168;T4168XED
tucumán;escuela 122;4168;T4168XEE
tucumán;escuela 132;4168;T4168XEF
tucumán;escuela 145;4168;T4168XEG
tucumán;escuela 146;4168;T4168XEH
tucumán;escuela 147;4168;T4168XEI
tucumán;escuela 153;4168;T4168XEJ
tucumán;escuela 156;4168;T4168XEK
tucumán;escuela 157;4168;T4168XEL
tucumán;escuela 174;4168;T4168XEM
tucumán;escuela 175;4168;T4168XEN
tucumán;escuela 185;4168;T4168XEO
tucumán;escuela 192;4168;T4168XAJ
tucumán;escuela 194;4168;T4168XAK
tucumán;escuela 195;4168;T4168XAL
tucumán;escuela 207;4168;T4168XAN
tucumán;amberes;4144;T4144XAD
tucumán;la florida;4144;T4174XBV
tucumán;las higuerillas;4144;T4144XAC
tucumán;las higueritas;4144;T4144XAE
tucumán;quinteros 1;4144;T4144XAA
tucumán;quinteros 2;4144;T4144XAB
tucumán;sargento moya;4144;Buscar CPA
tucumán;villa quinteros;4144;Buscar CPA
tucumán;ampata;4174;T4174XAW
tucumán;ampatilla;4174;T4174XBX
tucumán;arocas;4174;T4174XAO
tucumán;arroyo atahona;4174;T4174XBY
tucumán;atahona;4174;T4172XAJ
tucumán;balderrama sur;4174;T4174XBK
tucumán;buena yerba;4174;T4174XBL
tucumán;cejas de aroca;4174;T4172XCK
tucumán;chigligasta;4174;T4172XCL
tucumán;ciudacita;4174;T4172XCM
tucumán;consimo;4174;T4174XAQ
tucumán;corona;4174;T4174XBM
tucumán;el durazno;4174;T4174XBN
tucumán;el mistolar;4174;T4174XAE
tucumán;el mollar;4174;T4124XDS
